Time,Node,InInterests,InData,InNacks,InSatisfiedInterests,InTimedOutInterests,OutInterests,OutData,OutNacks,OutSatisfiedInterests,OutTimedOutInterests,Label,interest_rate,data_rate,satisfaction_ratio,timeout_ratio,nack_ratio,pit_estimate
1043.0,Node_4,134,122,2,122,10,134,122,2,122,10,Normal,134,122,0.9104477543996436,0.07462686511472488,0.014925373022944978,47.335532025743426
1044.0,Node_4,61,59,0,59,2,61,59,0,59,2,Normal,61,59,0.967213098898146,0.03278688470841173,0.0,9.467106320600271
1045.0,Node_5,348,253,17,253,78,348,253,17,253,78,Cache_Pollution,348,253,0.72701149216376,0.22413793039040825,0.04885057457226846,369.21715149518184
1046.0,Node_9,302,234,15,234,53,302,234,15,234,53,Cache_Pollution,302,234,0.7748344345204158,0.17549668816060698,0.04966887400771896,250.87832077794357
1047.0,Node_2,87,84,4,84,0,87,84,4,84,0,Normal,87,84,0.9655172302814111,0.0,0.04597701096578148,0.0
1048.0,Node_1,103,100,3,100,0,103,100,3,100,0,Normal,103,100,0.970873776981808,0.0,0.02912621330945424,0.0
1049.0,Node_1,192,187,1,187,4,192,187,1,187,4,Normal,192,187,0.9739583282606337,0.02083333322482639,0.005208333306206597,18.934212852981776
1050.0,Node_2,366,61,15,61,290,366,61,15,61,290,Slow_IFA,366,61,0.16666666621129325,0.7923497246110663,0.04098360644539998,1372.7304352401868
1051.0,Node_5,136,131,2,131,3,136,131,2,131,3,Normal,136,131,0.9632352870350347,0.022058823367214535,0.01470588224480969,14.200659609281487
1052.0,Node_7,81,74,0,74,7,81,74,0,74,7,Normal,81,74,0.9135802356348119,0.08641975201950924,0.0,33.134872256223076
1053.0,Node_2,404,299,26,299,79,404,299,26,299,79,Cache_Pollution,404,299,0.7400990080690618,0.19554455397142437,0.06435643548426626,373.95070486842945
1054.0,Node_8,49,47,32,47,0,49,47,32,47,0,Pulsing_IFA,49,47,0.9591836538942112,0.0,0.6530612111620161,0.0
1055.0,Node_8,141,132,3,132,6,141,132,3,132,6,Normal,141,132,0.9361702061264524,0.04255319118756602,0.02127659559378301,28.401319225968408
1056.0,Node_6,272,60,7,60,205,272,60,7,60,205,Slow_IFA,272,60,0.2205882344831315,0.753676467817366,0.02573529402303201,970.3784102018027
1057.0,Node_8,602,51,49,51,502,602,51,49,51,502,Distributed_IFA,602,51,0.08471760783269501,0.8338870418041744,0.08139534870200109,2376.243721478234
1058.0,Node_4,1691,34,93,34,1564,1691,34,93,34,1564,IFA,1691,34,0.020106445878115643,0.9248965103933195,0.05499704313719867,7403.277259696563
1059.0,Node_0,1458,43,38,43,1377,1458,43,38,43,1377,IFA,1458,43,0.02949245539815332,0.9444444437966772,0.026063100119298282,6518.10280411685
1060.0,Node_9,83,81,4,81,0,83,81,4,81,0,Normal,83,81,0.9759036026999566,0.0,0.04819277050370156,0.0
1061.0,Node_8,163,147,3,147,13,163,147,3,147,13,Normal,163,147,0.9018404852647823,0.07975460073770184,0.018404907862546577,61.53619171516913
1062.0,Node_1,610,48,46,48,516,610,48,46,48,516,Distributed_IFA,610,48,0.07868852446116635,0.8459016379575383,0.0754098359419511,2442.513466751953
1063.0,Node_0,109,103,4,103,2,109,103,4,103,2,Normal,109,103,0.9449541197710631,0.018348623684875012,0.036697247369750025,9.467106388944547
1064.0,Node_0,571,415,14,415,142,571,415,14,415,142,Cache_Pollution,571,415,0.7267950950493957,0.24868651445063658,0.02451838874865431,672.1645586045393
1065.0,Node_1,855,46,67,46,742,855,46,67,46,742,IFA,855,46,0.05380116952771793,0.8678362562949283,0.07836257300776307,3512.2964984133814
1066.0,Node_4,496,64,59,64,373,496,64,59,64,373,Distributed_IFA,496,64,0.12903225780437044,0.7520161275160965,0.11895161266340401,1765.6153541767555
1067.0,Node_0,10,9,47,9,0,10,9,47,9,0,Pulsing_IFA,10,9,0.8999999100000091,0.0,4.699999530000047,0.0
1068.0,Node_5,535,422,16,422,97,535,422,16,422,97,Cache_Pollution,535,422,0.7887850452546074,0.18130841087605903,0.029906542000174688,459.15466321800557
1069.0,Node_4,97,92,1,92,4,97,92,1,92,4,Normal,97,92,0.9484535984695506,0.04123711297693698,0.010309278244234246,18.9342127563994
1070.0,Node_9,31,29,48,29,0,31,29,48,29,0,Pulsing_IFA,31,29,0.9354838407908438,0.0,1.5483870468262242,0.0
1071.0,Node_7,458,385,12,385,61,458,385,12,385,61,Cache_Pollution,458,385,0.8406113518763945,0.1331877726349612,0.026200873305238268,288.74674688141005
1072.0,Node_4,2049,11,45,11,1993,2049,11,45,11,1993,Pulsing_IFA,2049,11,0.005368472422953406,0.9726695944496488,0.02196193263935484,9433.971598529257
1073.0,Node_3,35,34,21,34,0,35,34,21,34,0,Pulsing_IFA,35,34,0.9714285436734702,0.0,0.5999999828571434,0.0
1074.0,Node_4,171,170,4,170,0,171,170,4,170,0,Normal,171,170,0.9941520409698711,0.0,0.02339181272870285,0.0
1075.0,Node_4,26,24,33,24,0,26,24,33,24,0,Pulsing_IFA,26,24,0.9230768875739658,0.0,1.269230720414203,0.0
1076.0,Node_9,545,428,18,428,99,545,428,18,428,99,Cache_Pollution,545,428,0.7853210994764751,0.18165137581348373,0.03302752287517886,468.6217696921809
1077.0,Node_4,30,29,35,29,0,30,29,35,29,0,Pulsing_IFA,30,29,0.9666666344444454,0.0,1.166666627777779,0.0
1078.0,Node_1,105,100,5,100,0,105,100,5,100,0,Normal,105,100,0.9523809433106577,0.0,0.047619047165532884,0.0
1079.0,Node_9,1249,36,19,36,1194,1249,36,19,36,1194,IFA,1249,36,0.028823058423680496,0.9559647710520698,0.01521216972360915,5651.862561526734
1080.0,Node_1,18,16,11,16,0,18,16,11,16,0,Pulsing_IFA,18,16,0.8888888395061756,0.0,0.6111110771604957,0.0
1081.0,Node_2,150,139,2,139,9,150,139,2,139,9,Normal,150,139,0.9266666604888889,0.059999999600000006,0.013333333244444445,42.601978857081114
1082.0,Node_7,149,134,0,134,15,149,134,0,134,15,Normal,149,134,0.8993288530246386,0.10067114026395207,0.0,71.00329809195831
1083.0,Node_5,862,26,46,26,790,862,26,46,26,790,IFA,862,26,0.030162412958048244,0.9164733168022351,0.05336426907962382,3739.507053602325
1084.0,Node_7,55,50,2,50,3,55,50,2,50,3,Normal,55,50,0.9090908925619838,0.05454545355371903,0.03636363570247935,14.200659455504294
1085.0,Node_1,1296,26,41,26,1229,1296,26,41,26,1229,IFA,1296,26,0.020061728379582,0.9483024684040875,0.031635802444725455,5817.536924889481
1086.0,Node_0,300,35,12,35,253,300,35,12,35,253,Slow_IFA,300,35,0.11666666627777778,0.8433333305222223,0.03999999986666667,1197.5889651965767
1087.0,Node_1,175,168,4,168,3,175,168,4,168,3,Normal,175,168,0.9599999945142857,0.01714285704489796,0.022857142726530614,14.200659632551476
1088.0,Node_4,341,264,28,264,49,341,264,28,264,49,Cache_Pollution,341,264,0.7741935461167345,0.1436950142413636,0.08211143670935063,231.944107976881
1089.0,Node_2,53,51,3,51,0,53,51,3,51,0,Normal,53,51,0.9622641327874693,0.0,0.056603772516909956,0.0
1090.0,Node_1,153,141,3,141,9,153,141,3,141,9,Normal,153,141,0.921568621427656,0.0588235290272972,0.019607843009099065,42.60197886265
1091.0,Node_3,562,60,56,60,446,562,60,56,60,446,Distributed_IFA,562,60,0.10676156564633174,0.7935943046377325,0.09964412793657629,2111.164740346597
1092.0,Node_0,1569,44,97,44,1428,1569,44,97,44,1428,IFA,1569,44,0.028043339688946244,0.9101338426321645,0.061822817041540586,6759.514019412129
1093.0,Node_0,615,37,24,37,554,615,37,24,37,554,Distributed_IFA,615,37,0.06016260152819089,0.9008130066653447,0.03902439018044815,2622.388489532203
1094.0,Node_4,128,119,0,119,9,128,119,0,119,9,Normal,128,119,0.9296874927368165,0.0703124994506836,0.0,42.60197880826635
1095.0,Node_5,61,60,4,60,0,61,60,4,60,0,Normal,61,60,0.9836065412523518,0.0,0.06557376941682345,0.0
1096.0,Node_1,172,157,3,157,12,172,157,3,157,12,Normal,172,157,0.912790692367496,0.06976744145484046,0.017441860363710114,56.80263852454451
1097.0,Node_5,259,80,13,80,166,259,80,13,80,166,Slow_IFA,259,80,0.30888030768772085,0.6409266384520207,0.050193049999254634,785.7698344574346
1098.0,Node_8,28,26,14,26,0,28,26,14,26,0,Pulsing_IFA,28,26,0.9285713954081645,0.0,0.49999998214285774,0.0
1099.0,Node_6,454,362,22,362,70,454,362,22,362,70,Cache_Pollution,454,362,0.79735682643754,0.15418502168681714,0.04845814967299967,331.34872592311274
1100.0,Node_9,676,66,20,66,590,676,66,20,66,590,Distributed_IFA,676,66,0.09763313595024684,0.8727810637976612,0.029585798772802072,2792.7964062292713
1101.0,Node_8,31,29,25,29,0,31,29,25,29,0,Pulsing_IFA,31,29,0.9354838407908438,0.0,0.8064515868886585,0.0
1102.0,Node_8,269,85,11,85,173,269,85,11,85,173,Slow_IFA,269,85,0.31598512893685826,0.643122674189135,0.0408921931565346,818.9047071123352
1103.0,Node_4,1317,35,90,35,1192,1317,35,90,35,1192,IFA,1317,35,0.02657555047336708,0.9050873189786732,0.0683371297886582,5642.395455291767
1104.0,Node_3,157,150,2,150,5,157,150,2,150,5,Normal,157,150,0.955414006653414,0.0318471335551138,0.01273885342204552,23.667766038746738
1105.0,Node_3,586,56,42,56,488,586,56,42,56,488,Distributed_IFA,586,56,0.09556313976866358,0.8327645036983541,0.07167235482649768,2309.9739761529563
1106.0,Node_4,391,291,16,291,84,391,291,16,291,84,Cache_Pollution,391,291,0.7442455223932339,0.21483375904134588,0.040920716007875405,397.61847096661984
1107.0,Node_9,608,74,47,74,487,608,74,47,74,487,Distributed_IFA,608,74,0.12171052611560769,0.8009868407878505,0.07730263145180488,2305.240423065478
1108.0,Node_1,396,84,17,84,295,396,84,17,84,295,Slow_IFA,396,84,0.2121212115855525,0.7449494930683094,0.042929292820885624,1396.3982016540554
1109.0,Node_7,259,29,11,29,219,259,29,11,29,219,Slow_IFA,259,29,0.1119691115367988,0.8455598422951357,0.04247104230706161,1036.6481550974588
1110.0,Node_3,492,401,16,401,75,492,401,16,401,75,Cache_Pollution,492,401,0.8150406487499174,0.1524390240804085,0.03252032513715381,355.0164921208743
1111.0,Node_7,455,53,50,53,352,455,53,50,53,352,Distributed_IFA,455,53,0.11648351622750876,0.7736263719260958,0.10989010964859316,1666.2107360785758
1112.0,Node_5,199,197,1,197,1,199,197,1,197,1,Normal,199,197,0.9899497437690967,0.005025125602888816,0.005025125602888816,4.733553214112669
1113.0,Node_6,174,159,3,159,12,174,159,3,159,12,Normal,174,159,0.9137930981965914,0.06896551684502576,0.01724137921125644,56.80263852834046
1114.0,Node_6,309,26,13,26,270,309,26,13,26,270,Slow_IFA,309,26,0.08414239454970099,0.8737864049392026,0.042071197274850494,1278.0593700967147
1115.0,Node_3,185,173,4,173,8,185,173,4,173,8,Normal,185,173,0.9351351300803507,0.04324324300949598,0.02162162150474799,37.868425698500744
1116.0,Node_8,954,40,17,40,897,954,40,17,40,897,IFA,954,40,0.041928721130053755,0.9402515713414554,0.017819706480272843,4245.997249945002
1117.0,Node_7,109,98,1,98,10,109,98,1,98,10,Normal,109,98,0.8990825605588756,0.09174311842437506,0.009174311842437506,47.33553194472274
1118.0,Node_2,148,144,3,144,1,148,144,3,144,1,Normal,148,144,0.9729729663988314,0.006756756711102995,0.020270270133308985,4.7335532059159
1119.0,Node_0,74,71,0,71,3,74,71,0,71,3,Normal,74,71,0.9594594464937913,0.040540539992695405,0.0,14.200659521797299
1120.0,Node_5,522,385,30,385,107,522,385,30,385,107,Cache_Pollution,522,385,0.7375478913073795,0.2049808425191938,0.05747126425771788,506.4901954849446
1121.0,Node_2,330,246,19,246,65,330,246,19,246,65,Cache_Pollution,330,246,0.7454545431955923,0.1969696963728191,0.057575757401285586,307.68095953109236
1122.0,Node_7,1054,29,39,29,986,1054,29,39,29,986,IFA,1054,29,0.027514231472946647,0.935483870080186,0.037001897498100664,4667.283488140613
1123.0,Node_3,307,258,14,258,35,307,258,14,258,35,Cache_Pollution,307,258,0.8403908767413978,0.11400651428662373,0.04560260571464949,165.67436278682194
1124.0,Node_7,46,44,28,44,0,46,44,28,44,0,Pulsing_IFA,46,44,0.9565217183364845,0.0,0.6086956389413992,0.0
1125.0,Node_3,250,34,9,34,207,250,34,9,34,207,Slow_IFA,250,34,0.135999999456,0.8279999966880001,0.035999999856,979.845516325787
1126.0,Node_3,344,25,12,25,307,344,25,12,25,307,Slow_IFA,344,25,0.07267441839338831,0.8924418578708085,0.034883720828826396,1453.2008398106848
1127.0,Node_0,176,173,5,173,0,176,173,5,173,0,Normal,176,173,0.9829545398695765,0.0,0.02840909074767562,0.0
1128.0,Node_3,335,57,16,57,262,335,57,16,57,262,Slow_IFA,335,57,0.17014925322343508,0.7820895499042103,0.04776119388728002,1240.1909446275718
1129.0,Node_5,785,62,24,62,699,785,62,24,62,699,Distributed_IFA,785,62,0.07898089161913262,0.8904458587382855,0.030573248368696498,3308.7537090766846
1130.0,Node_3,815,10,40,10,765,815,10,40,10,765,IFA,815,10,0.01226993863525161,0.9386503055967481,0.04907975454100644,3621.1682225498653
1131.0,Node_2,140,132,0,132,8,140,132,0,132,8,Normal,140,132,0.942857136122449,0.05714285673469388,0.0,37.868425632706185
1132.0,Node_9,496,419,12,419,65,496,419,12,419,65,Cache_Pollution,496,419,0.8447580628129878,0.13104838683256373,0.024193548338319458,307.6809598431343
1133.0,Node_0,583,408,28,408,147,583,408,28,408,147,Cache_Pollution,583,408,0.6998284722129872,0.25214408190026744,0.048027444171479514,695.8323247776696
1134.0,Node_4,489,344,26,344,119,489,344,26,344,119,Cache_Pollution,489,344,0.7034764811789848,0.24335378273342784,0.05316973404259768,563.2928341580966
1135.0,Node_2,282,66,12,66,204,282,66,12,66,204,Slow_IFA,282,66,0.23404255236155125,0.7234042527538856,0.04255319133846386,965.6448571071985
1136.0,Node_1,187,176,4,176,7,187,176,4,176,7,Normal,187,176,0.9411764655552061,0.0374331548800366,0.021390374217163773,33.13487248810374
1137.0,Node_7,198,192,1,192,5,198,192,1,192,5,Normal,198,192,0.9696969647995103,0.025252525124987248,0.00505050502499745,23.667766069962664
1138.0,Node_3,59,55,3,55,1,59,55,3,55,1,Normal,59,55,0.9322033740304513,0.016949152255099114,0.050847456765297346,4.733553157669653
1139.0,Node_2,591,445,12,445,134,591,445,12,445,134,Cache_Pollution,591,445,0.7529610816362756,0.22673434817811447,0.02030456849356249,634.2961328052561
1140.0,Node_4,95,89,5,89,1,95,89,5,89,1,Normal,95,89,0.9368420954016622,0.01052631567867036,0.05263157839335181,4.7335531880724915
1141.0,Node_5,2679,11,27,11,2641,2679,11,27,11,2641,Pulsing_IFA,2679,11,0.004106009703581184,0.9858156024689005,0.010078387454244723,12501.31409662582
1142.0,Node_5,520,60,54,60,406,520,60,54,60,406,Distributed_IFA,520,60,0.1153846151627219,0.7807692292677515,0.10384615364644971,1921.8226108913307
1143.0,Node_8,151,148,4,148,0,151,148,4,148,0,Normal,151,148,0.9801324438401825,0.0,0.026490066049734664,0.0
1144.0,Node_5,509,369,13,369,127,509,369,13,369,127,Cache_Pollution,509,369,0.724950882662179,0.2495088403742459,0.025540274998938555,601.1612600321563
1145.0,Node_5,396,86,6,86,304,396,86,6,86,304,Slow_IFA,396,86,0.21717171662330376,0.76767676573819,0.01515151511325375,1439.000180687569
1146.0,Node_3,289,98,16,98,175,289,98,16,98,175,Slow_IFA,289,98,0.33910034484740365,0.6055363300846494,0.05536332160773937,828.3718137660508
1147.0,Node_7,1644,18,72,18,1554,1644,18,72,18,1554,IFA,1644,18,0.010948905102829132,0.9452554738775818,0.04379562041131653,7355.9417272211995
1148.0,Node_0,483,394,15,394,74,483,394,15,394,74,Cache_Pollution,483,394,0.8157349879591408,0.15320910941364574,0.03105590055682008,350.28293887932966
1149.0,Node_0,398,286,10,286,102,398,286,10,286,102,Cache_Pollution,398,286,0.7185929630186106,0.25628140639125274,0.0251256280775738,482.82242905261376
1150.0,Node_8,119,116,4,116,0,119,116,4,116,0,Normal,119,116,0.9747899077748747,0.0,0.03361344509568533,0.0
1151.0,Node_4,400,68,44,68,288,400,68,44,68,288,Distributed_IFA,400,68,0.169999999575,0.7199999982,0.109999999725,1363.2633291068594
1152.0,Node_0,289,40,11,40,238,289,40,11,40,238,Slow_IFA,289,40,0.13840830401934842,0.8235294089151232,0.03806228360532082,1126.585666721829
1153.0,Node_9,790,63,48,63,679,790,63,48,63,679,Distributed_IFA,790,63,0.07974683534209262,0.8594936697981093,0.060759493593975325,3214.0826444652116
1154.0,Node_1,45,40,43,40,0,45,40,43,40,0,Pulsing_IFA,45,40,0.888888869135803,0.0,0.9555555343209882,0.0
1155.0,Node_0,503,408,12,408,83,503,408,12,408,83,Cache_Pollution,503,408,0.8111331991826378,0.16500994002980132,0.023856858799489348,392.8849179645642
1156.0,Node_6,31,30,36,30,0,31,30,36,30,0,Pulsing_IFA,31,30,0.9677419042663902,0.0,1.1612902851196683,0.0
1157.0,Node_9,73,72,4,72,0,73,72,4,72,0,Normal,73,72,0.9863013563520362,0.0,0.05479451979733535,0.0
1158.0,Node_1,122,117,4,117,1,122,117,4,117,1,Normal,122,117,0.9590163855818329,0.008196721244289171,0.032786884977156684,4.7335531990997515
1159.0,Node_9,177,169,0,169,8,177,169,0,169,8,Normal,177,169,0.9548022544926427,0.04519773985763989,0.0,37.86842568924903
1160.0,Node_4,132,118,2,118,12,132,118,2,118,12,Normal,132,118,0.8939393871671258,0.09090909022038568,0.015151515036730947,56.80263842446939
1161.0,Node_5,1694,31,22,31,1641,1694,31,22,31,1641,IFA,1694,31,0.018299881925442806,0.9687131045048919,0.01298701297934651,7767.760858807407
1162.0,Node_7,325,21,13,21,291,325,21,13,21,291,Slow_IFA,325,21,0.06461538441656804,0.8953846126295858,0.03999999987692308,1377.463987990365
1163.0,Node_7,80,74,5,74,1,80,74,5,74,1,Normal,80,74,0.9249999884375002,0.012499999843750002,0.06249999921875001,4.733553178729952
1164.0,Node_2,680,46,27,46,607,680,46,27,46,607,Distributed_IFA,680,46,0.06764705872404844,0.8926470575108132,0.039705882294550174,2873.2668111795238
1165.0,Node_4,1820,17,55,17,1748,1820,17,55,17,1748,IFA,1820,17,0.009340659335527109,0.9604395599118464,0.030219780203175943,8274.251055301802
1166.0,Node_3,86,78,3,78,5,86,78,3,78,5,Normal,86,78,0.9069767336398055,0.05813953420767984,0.0348837205246079,23.667765914290257
1167.0,Node_3,443,346,22,346,75,443,346,22,346,75,Cache_Pollution,443,346,0.7810383729547666,0.16930022535146677,0.04966139943643025,355.0164920410609
1168.0,Node_8,521,373,12,373,136,521,373,12,373,136,Cache_Pollution,521,373,0.7159309007371768,0.26103646782910467,0.023032629514332766,643.7632391186839
1169.0,Node_1,1526,17,42,17,1467,1526,17,42,17,1467,Pulsing_IFA,1526,17,0.011140235903577825,0.9613368276793336,0.027522935761780512,6944.122595447832
1170.0,Node_5,15,14,11,14,0,15,14,11,14,0,Pulsing_IFA,15,14,0.9333332711111153,0.0,0.7333332844444478,0.0
1171.0,Node_8,391,92,11,92,288,391,92,11,92,288,Slow_IFA,391,92,0.23529411704528358,0.7365728881417574,0.02813299225541434,1363.263329028411
1172.0,Node_4,314,251,22,251,41,314,251,22,251,41,Cache_Pollution,314,251,0.7993630547790985,0.13057324799180495,0.07006369404438315,194.07568213579864
1173.0,Node_1,135,121,4,121,10,135,121,4,121,10,Normal,135,121,0.8962962896570645,0.07407407352537723,0.029629629410150893,47.335532028360106
1174.0,Node_7,97,95,0,95,2,97,95,0,95,2,Normal,97,95,0.9793814332022532,0.02061855648846849,0.0,9.4671063781997
1175.0,Node_4,527,379,27,379,121,527,379,27,379,121,Cache_Pollution,527,379,0.7191650840243546,0.22960151759088895,0.05123339648722316,572.7599406989924
1176.0,Node_2,1072,45,76,45,951,1072,45,76,45,951,IFA,1072,45,0.041977611901140285,0.887126864844098,0.07089552232192581,4501.609125043036
1177.0,Node_2,85,78,2,78,5,85,78,2,78,5,Normal,85,78,0.9176470480276818,0.05882352871972319,0.023529411487889278,23.66776591105253
1178.0,Node_4,2872,18,42,18,2812,2872,18,42,18,2812,Pulsing_IFA,2872,18,0.006267409468569843,0.9791086347565778,0.014623955426662968,13310.75170033836
1179.0,Node_5,65,62,2,62,1,65,62,2,62,1,Normal,65,62,0.9538461391715979,0.015384615147928998,0.030769230295857996,4.733553165075473
1180.0,Node_2,62,60,3,60,0,62,60,3,60,0,Normal,62,60,0.9677419198751304,0.0,0.04838709599375652,0.0
1181.0,Node_3,72,71,4,71,0,72,71,4,71,0,Normal,72,71,0.9861110974151237,0.0,0.05555555478395063,0.0
1182.0,Node_6,1949,11,27,11,1911,1949,11,27,11,1911,Pulsing_IFA,1949,11,0.0056439199560575064,0.9805028214568995,0.013853258073959334,9045.820232984428
1183.0,Node_6,187,180,5,180,2,187,180,5,180,2,Normal,187,180,0.9625668397723699,0.010695187108581887,0.026737967771454717,9.467106425172497
1184.0,Node_5,2945,5,19,5,2921,2945,5,19,5,2921,Pulsing_IFA,2945,5,0.001697792868693449,0.991850593890713,0.006451612901035107,13826.709003209076
1185.0,Node_8,1090,31,54,31,1005,1090,31,54,31,1005,IFA,1090,31,0.028440366946384982,0.9220183477779648,0.049541284358219,4757.220999724441
1186.0,Node_6,651,63,55,63,533,651,63,55,63,533,Distributed_IFA,651,63,0.09677419339973242,0.8187403981278949,0.08448540693627433,2522.9838719248114
1187.0,Node_3,188,177,0,177,11,188,177,0,177,11,Normal,188,177,0.9414893566942055,0.05851063798664554,0.0,52.06908533992982
1188.0,Node_2,705,59,46,59,600,705,59,46,59,600,Distributed_IFA,705,59,0.08368794314370505,0.8510638285800514,0.06524822685780393,2840.131938711065
1189.0,Node_0,125,120,4,120,1,125,120,4,120,1,Normal,125,120,0.9599999923200001,0.007999999936,0.031999999744,4.733553200030942
1190.0,Node_1,502,361,30,361,111,502,361,30,361,111,Cache_Pollution,502,361,0.7191235045435787,0.2211155374081364,0.059760956056253076,525.4244083601677
1191.0,Node_5,1885,23,71,23,1791,1885,23,71,23,1791,IFA,1885,23,0.012201591505463346,0.9501326254906458,0.03766578247338685,8477.793844580263
1192.0,Node_1,200,184,2,184,14,200,184,2,184,14,Normal,200,184,0.9199999954,0.06999999965,0.00999999995,66.26974499924242
1193.0,Node_8,39,38,19,38,0,39,38,19,38,0,Pulsing_IFA,39,38,0.9743589493754116,0.0,0.4871794746877058,0.0
1194.0,Node_2,157,154,0,154,3,157,154,0,154,3,Normal,157,154,0.980891713497505,0.01910828013306828,0.0,14.200659623248042
1195.0,Node_6,348,65,14,65,269,348,65,14,65,269,Slow_IFA,348,65,0.18678160865867355,0.7729885035258951,0.040229884941868146,1273.3258173359475
1196.0,Node_7,19,18,19,18,0,19,18,19,18,0,Pulsing_IFA,19,18,0.9473683711911383,0.0,0.9999999473684238,0.0
1197.0,Node_4,98,94,3,94,1,98,94,3,94,1,Normal,98,94,0.9591836636817994,0.010204081528529781,0.03061224458558934,4.733553189597805
1198.0,Node_4,487,374,22,374,91,487,374,22,374,91,Cache_Pollution,487,374,0.7679671442136198,0.18685831583807327,0.04517453789491881,430.75334376433864
1199.0,Node_4,61,55,0,55,6,61,55,0,55,6,Normal,61,55,0.9016393294813225,0.09836065412523519,0.0,28.401318961800815
1200.0,Node_6,290,36,17,36,237,290,36,17,36,237,Slow_IFA,290,36,0.12413793060642093,0.8172413764922711,0.05862068945303211,1121.8521135136946
1201.0,Node_7,518,369,21,369,128,518,369,21,369,128,Cache_Pollution,518,369,0.7123552109800092,0.2471042466272119,0.040540540462276946,605.8948132814379
1202.0,Node_1,58,52,5,52,1,58,52,5,52,1,Normal,58,52,0.896551708680143,0.017241379013079674,0.08620689506539836,4.733553156286383
1203.0,Node_8,162,158,3,158,1,162,158,3,158,1,Normal,162,158,0.9753086359548849,0.006172839468068892,0.018518518404206676,4.733553208679903
1204.0,Node_3,83,82,4,82,0,83,82,4,82,0,Normal,83,82,0.9879517953258821,0.0,0.04819277050370156,0.0
1205.0,Node_3,122,111,5,111,6,122,111,5,111,6,Normal,122,111,0.9098360581160979,0.04918032746573502,0.040983606221445854,28.401319194598507
1206.0,Node_8,95,87,5,87,3,95,87,5,87,3,Normal,95,87,0.9157894640443215,0.031578947036011086,0.05263157839335181,14.200659564217476
1207.0,Node_0,412,301,23,301,88,412,301,23,301,88,Cache_Pollution,412,301,0.7305825224985861,0.21359223249128098,0.055825242582948444,416.55268392409414
1208.0,Node_4,119,108,2,108,9,119,108,2,108,9,Normal,119,108,0.9075630175835041,0.07563025146529201,0.016806722547842667,42.60197878309449
1209.0,Node_5,1618,16,22,16,1580,1618,16,22,16,1580,Pulsing_IFA,1618,16,0.009888751539005715,0.9765142144768144,0.013597033366132858,7479.014111258619
1210.0,Node_0,107,99,0,99,8,107,99,0,99,8,Normal,107,99,0.9252336362127698,0.07476635444143594,0.0,37.86842554928442
1211.0,Node_7,159,158,0,158,1,159,158,0,158,1,Normal,159,158,0.9937106855741467,0.006289308136545232,0.0,4.733553208128593
1212.0,Node_6,473,400,20,400,53,473,400,20,400,53,Cache_Pollution,473,400,0.8456659601571545,0.11205073972082297,0.04228329800785772,250.87832107826836
1213.0,Node_7,173,163,2,163,8,173,163,2,163,8,Normal,173,163,0.9421965263456848,0.04624277429917471,0.011560693574793678,37.8684256843023
1214.0,Node_5,369,48,11,48,310,369,48,11,48,310,Slow_IFA,369,48,0.13008130046048427,0.8401083988072943,0.029810298022194315,1467.4014997721058
1215.0,Node_5,189,174,2,174,13,189,174,2,174,13,Normal,189,174,0.9206349157638365,0.0687830684191372,0.010582010526021108,61.53619176710345
1216.0,Node_2,159,157,4,157,0,159,157,4,157,0,Normal,159,157,0.9874213774376014,0.0,0.02515723254618093,0.0
1217.0,Node_7,272,68,16,68,188,272,68,16,68,188,Slow_IFA,272,68,0.24999999908088236,0.6911764680471454,0.05882352919550173,889.9080054533605
1218.0,Node_7,766,46,22,46,698,766,46,22,46,698,Distributed_IFA,766,46,0.06005221924275167,0.9112271528574059,0.028720626594359495,3304.0201557404166
1219.0,Node_2,39,37,15,37,0,39,37,15,37,0,Pulsing_IFA,39,37,0.9487179243918481,0.0,0.384615374753452,0.0
1220.0,Node_6,481,374,18,374,89,481,374,18,374,89,Cache_Pollution,481,374,0.7775467759302562,0.1850311846465048,0.03742203734423693,421.28623729718873
1221.0,Node_1,61,56,0,56,5,61,56,0,56,5,Normal,61,56,0.9180327718355283,0.08196721177102932,0.0,23.66776580150068
1222.0,Node_2,173,167,1,167,5,173,167,1,167,5,Normal,173,167,0.9653179134952722,0.028901733936984197,0.005780346787396839,23.667766052688943
1223.0,Node_5,193,182,3,182,8,193,182,3,182,8,Normal,193,182,0.943005176461113,0.04145077698730167,0.015544041370238128,37.86842570698548
1224.0,Node_3,397,48,9,48,340,397,48,9,48,340,Slow_IFA,397,48,0.12090680070300554,0.8564231716462892,0.02267002513181354,1609.4080968318601
1225.0,Node_7,196,186,5,186,5,196,186,5,186,5,Normal,196,186,0.9489795869950021,0.02551020395147855,0.02551020395147855,23.667766068742928
1226.0,Node_8,2207,17,32,17,2158,2207,17,32,17,2158,Pulsing_IFA,2207,17,0.007702763929450493,0.9777979152796566,0.014499320337789163,10215.007882758377
1227.0,Node_6,296,94,17,94,185,296,94,17,94,185,Slow_IFA,296,94,0.3175675664947042,0.6249999978885136,0.05743243223840395,875.7073460529123
1228.0,Node_4,269,92,6,92,171,269,92,6,92,171,Slow_IFA,269,92,0.3420074336728348,0.635687729978856,0.022304832630837053,809.43760067173
1229.0,Node_0,674,46,51,46,577,674,46,51,46,577,Distributed_IFA,674,46,0.06824925805897736,0.8560830847832596,0.0756676556740836,2731.26021421562
